timestamp,pressure_kpa,volume_db,frequency_hz,cycle_number,audio_file,event_type
2025-01-16 10:47:44.924476,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:44.924601,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:45.121294,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:45.121422,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:45.211485,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:45.310145,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:45.409553,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:45.510535,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:45.611124,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:45.709741,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:45.811395,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:45.913209,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:46.009983,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:46.106867,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:46.207668,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:46.308358,-0.99,0.00,0.0,0,None,data
2025-01-16 10:47:46.414101,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:46.509658,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:46.611232,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:46.709622,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:46.812740,-0.73,0.00,0.0,0,None,data
2025-01-16 10:47:46.912809,-0.73,0.00,0.0,0,None,data
2025-01-16 10:47:47.012318,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:47.117283,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:47.205982,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:47.310946,-0.99,0.00,0.0,0,None,data
2025-01-16 10:47:47.411168,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:47.509990,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:47.609345,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:47.711767,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:47.807334,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:47.913370,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:48.012427,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:48.111708,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:48.214271,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:48.316059,-0.88,0.00,0.0,0,None,data
2025-01-16 10:47:48.413532,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:48.515023,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:48.616233,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:48.716590,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:48.815987,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:48.920073,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.007646,-0.94,0.00,0.0,0,None,data
2025-01-16 10:47:49.108052,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.206882,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.314917,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.413896,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.510275,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:49.616363,-0.78,0.00,0.0,0,None,data
2025-01-16 10:47:49.711843,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.816166,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:49.906175,-0.83,0.00,0.0,0,None,data
2025-01-16 10:47:52.965399,-0.88,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965527,-0.73,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965602,-0.88,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965672,-0.83,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965734,-0.78,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965794,-0.88,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965856,-0.78,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965919,-0.78,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.965982,-0.78,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.966044,-0.88,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
2025-01-16 10:47:52.966102,-0.88,0.00,0.0,0,TJ One Hour Ejacumatic.mp3,data
