timestamp,pressure_kpa,volume_db,frequency_hz,cycle_number,audio_file,event_type,playhead_time
2025-01-24 14:07:02.826809,0.00,0.00,796.7,0,EFun-800-Square-StrokeMe1-75.Mp3,hooray_started,155.4
2025-01-24 14:10:17.333196,0.00,0.00,301.5,0,JV UFO.mp3,hooray_started,32.7
2025-01-24 14:16:20.191388,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,73.8
2025-01-24 14:16:54.201613,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,107.9
2025-01-24 14:17:06.955460,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,120.6
2025-01-24 14:18:18.204083,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,191.9
2025-01-24 14:19:40.065046,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,273.7
2025-01-24 14:21:42.970153,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,396.6
2025-01-24 14:22:09.588517,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,423.2
2025-01-24 14:22:31.450391,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,445.1
2025-01-24 14:23:54.709788,0.00,0.00,796.7,0,Sybianne17.mp3,hooray_started,528.4
2025-01-24 14:27:19.704568,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,60.1
2025-01-24 14:27:35.847428,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,76.3
2025-01-24 14:28:48.236868,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,148.6
2025-01-24 14:29:11.588397,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,171.9
2025-01-24 14:29:40.564438,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,200.9
2025-01-24 14:30:46.595600,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,267.0
2025-01-24 14:31:02.969532,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,283.4
2025-01-24 14:31:19.977701,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,300.4
2025-01-24 14:31:35.348117,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,315.7
2025-01-24 14:31:49.733640,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,330.1
2025-01-24 14:32:18.209064,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,358.6
2025-01-24 14:32:51.582729,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,391.9
2025-01-24 14:33:23.339181,0.00,0.00,667.5,0,V91-Pulses for Derrick12 V2.mp3,hooray_started,423.7
