timestamp,pressure_kpa,volume_db,frequency_hz,cycle_number,audio_file,event_type,playhead_time
2025-01-20 12:01:38.456713,0.00,0.00,570.6,0,Claude-SSG-C.46-3-1-Masturbation-var-freq.mp3,hooray_started,100.0
2025-01-20 12:04:12.699079,0.00,0.00,602.9,0,Heaven and Hell.mp3,hooray_started,132.8
2025-01-20 12:04:52.098038,0.00,0.00,430.7,0,Heaven and Hell.mp3,hooray_started,172.2
2025-01-20 12:08:27.573541,0.00,0.00,796.9,0,Pounder - Stroke 1-00-50 Flutter - Pound 0-4-0-4-0-2.mp3,hooray_started,109.0
2025-01-20 12:09:45.711139,0.00,0.00,839.8,0,Claude-SSG-C.41--Dynamique.mp3,hooray_started,31.9
2025-01-20 12:10:45.442570,0.00,0.00,1076.7,0,Claude-SSG-C.41--Dynamique.mp3,hooray_started,91.7
2025-01-20 12:12:18.595979,0.00,0.00,570.6,0,Claude-SSG-C.39-7-1-Masturbation-var-freq.mp3,hooray_started,59.7
2025-01-20 12:13:12.334898,0.00,0.00,570.6,0,Claude-SSG-C.39-7-1-Masturbation-var-freq.mp3,hooray_started,113.4
2025-01-20 12:13:43.362248,0.00,0.00,710.6,0,1062f2bdd46df45da8126b8eaa1effb81c6bb6c5.mp3,hooray_started,24.2
2025-01-20 12:25:49.379857,0.00,0.00,796.9,0,Pounder - On Flutter - Pound 0-25-0-25-0-01.mp3,hooray_started,218.7
2025-01-20 12:27:07.386460,0.00,0.00,656.2,0,How Long Can You Last 2.mp3,hooray_started,30.9
2025-01-20 12:28:43.120517,0.00,0.00,570.6,0,Claude-SSG-C.24-2-4-Masturbation.mp3,hooray_started,65.8
2025-01-20 12:29:09.241506,0.00,0.00,646.0,0,Claude-SSG-C.24-2-4-Masturbation.mp3,hooray_started,92.0
2025-01-20 12:30:23.489442,0.00,0.00,796.9,0,Pounder-03 - Stroke 1-50-50 - Pound 3.mp3,hooray_started,46.0
2025-01-20 12:31:10.538483,0.00,0.00,602.9,0,9ca3adb2219c49a167c562329c2677b6f267104a.mp3,hooray_started,24.2
2025-01-20 12:31:39.279109,0.00,0.00,602.9,0,9ca3adb2219c49a167c562329c2677b6f267104a.mp3,hooray_started,52.9
2025-01-20 12:31:55.374605,0.00,0.00,602.9,0,9ca3adb2219c49a167c562329c2677b6f267104a.mp3,hooray_started,69.0
2025-01-20 12:32:13.881614,0.00,0.00,646.0,0,9ca3adb2219c49a167c562329c2677b6f267104a.mp3,hooray_started,87.5
2025-01-20 12:32:40.270484,0.00,0.00,602.9,0,9ca3adb2219c49a167c562329c2677b6f267104a.mp3,hooray_started,113.9
2025-01-20 12:36:42.126656,0.00,0.00,958.2,0,Sybianne1.mp3,hooray_started,89.6
2025-01-20 12:37:03.756589,0.00,0.00,1055.1,0,Sybianne1.mp3,hooray_started,111.3
2025-01-20 12:37:26.133215,0.00,0.00,0.0,0,Sybianne1.mp3,hooray_started,133.6
2025-01-20 12:37:40.769419,0.00,0.00,936.7,0,Sybianne1.mp3,hooray_started,148.2
2025-01-20 12:37:57.998602,0.00,0.00,1022.8,0,Sybianne1.mp3,hooray_started,165.5
2025-01-20 12:38:22.257300,0.00,0.00,969.0,0,Sybianne1.mp3,hooray_started,189.8
2025-01-20 12:38:42.396865,0.00,0.00,0.0,0,Sybianne1.mp3,hooray_started,209.9
2025-01-20 12:39:04.624518,0.00,0.00,1012.1,0,Sybianne1.mp3,hooray_started,232.1
2025-01-20 12:39:37.015283,0.00,0.00,958.2,0,Sybianne1.mp3,hooray_started,264.5
2025-01-20 12:40:08.256601,0.00,0.00,1044.4,0,Sybianne1.mp3,hooray_started,295.7
2025-01-20 12:40:40.376570,0.00,0.00,958.2,0,Sybianne1.mp3,hooray_started,327.9
2025-01-20 12:42:17.198254,0.00,0.00,969.0,0,Sybianne1.mp3,hooray_started,424.6
2025-01-20 12:42:40.142470,0.00,0.00,0.0,0,Sybianne1.mp3,hooray_started,447.6
2025-01-20 12:43:04.909768,0.00,0.00,1001.3,0,Sybianne1.mp3,hooray_started,472.4
2025-01-20 12:43:21.280764,0.00,0.00,0.0,0,Sybianne1.mp3,hooray_started,488.8
2025-01-20 12:43:35.162456,0.00,0.00,979.8,0,Sybianne1.mp3,hooray_started,502.6
