timestamp,pressure_kpa,volume_db,frequency_hz,cycle_number,audio_file,event_type
2025-01-18 12:18:38.353222,0.00,0.00,1468.8,0,Claude -Sunday Fun Time.mp3,hooray_started
2025-01-18 12:31:33.973877,0.00,0.00,562.5,0,Claude -Sunday Fun Time.mp3,hooray_started
2025-01-18 12:34:37.351904,0.00,0.00,562.5,0,Claude -Sunday Fun Time.mp3,hooray_started
2025-01-18 12:35:22.725839,0.00,0.00,562.5,0,Claude -Sunday Fun Time.mp3,hooray_started
2025-01-18 12:35:49.972330,0.00,0.00,562.5,0,Claude -Sunday Fun Time.mp3,hooray_started
2025-01-18 12:57:31.712602,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 12:58:12.457920,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 12:58:41.079524,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 12:59:47.996539,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:02:37.493737,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:04:03.871485,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:07:22.118850,0.00,0.00,689.1,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:07:42.495486,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:08:03.119603,0.00,0.00,646.0,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:08:22.747862,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:08:49.241672,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:10:32.627702,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:10:52.767381,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:21:03.054280,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:21:55.905635,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
2025-01-18 13:22:23.653764,0.00,0.00,667.5,0,On the edge of the world.mp3,hooray_started
