Timestamp,Intensity (kPa),Hooray Cycle #
22:28.2,13.68,2
22:28.3,13.79,2
22:28.4,13.68,2
22:28.5,13.37,2
22:28.6,13.22,2
22:28.7,12.75,2
22:28.8,12.38,2
22:28.9,12.07,2
22:29.0,11.71,2
22:29.1,11.76,2
22:29.2,11.81,2
22:29.3,11.71,2
22:29.4,11.55,2
22:29.5,11.39,2
22:29.6,11.34,2
22:29.7,11.45,2
22:29.8,11.65,2
22:29.9,11.76,2
22:30.0,11.71,2
22:30.1,11.71,2
22:30.2,11.81,2
22:30.3,12.17,2
22:30.4,12.49,2
22:30.5,13.42,2
22:30.6,13.79,2
22:30.7,13.89,2
22:30.8,14.05,2
22:30.9,14.15,2
22:31.0,14.1,2
22:31.1,14.05,2
22:31.2,13.74,2
22:31.3,13.32,2
22:31.4,13.22,2
22:31.5,13.27,2
22:31.6,13.42,2
22:31.7,13.84,2
22:31.8,14.88,2
22:31.9,15.5,2
22:32.0,16.39,2
22:32.1,16.49,2
22:32.2,16.08,2
22:32.3,16.55,2
22:32.4,16.6,2
22:32.5,16.7,2
22:32.6,16.65,2
22:32.7,16.23,2
22:32.8,15.35,2
22:32.9,14.72,2
22:33.0,13.16,2
22:33.1,11.08,2
22:33.2,10.09,2
22:33.3,10.41,2
22:33.4,10.98,2
22:33.5,12.02,2
22:33.6,13.16,2
22:33.7,13.22,2
22:33.8,13.11,2
22:33.9,12.9,2
22:34.0,12.85,2
22:34.1,12.75,2
22:34.2,12.49,2
22:34.3,12.23,2
22:34.4,11.91,2
22:34.5,11.81,2
22:34.6,11.91,2
22:34.7,12.23,2
22:34.8,12.49,2
22:34.9,12.59,2
22:35.0,12.64,2
22:35.1,12.64,2
22:35.2,12.28,2
22:35.3,12.59,2
22:35.4,12.9,2
22:35.5,13.42,2
22:35.6,15.04,2
22:35.7,16.75,2
22:35.8,17.22,2
22:35.9,16.75,2
22:36.0,16.34,2
22:36.1,15.4,2
22:36.2,14.2,2
22:36.3,13.58,2
22:36.4,12.9,2
22:36.5,11.86,2
22:36.6,11.6,2
22:36.7,11.13,2
22:36.8,10.61,2
22:36.9,10.25,2
22:37.0,10.15,2
22:37.1,9.89,2
22:37.2,9.83,2
22:37.3,9.68,2
22:37.4,9.42,2
22:37.5,9.31,2
22:37.6,9.31,2
22:37.7,9.57,2
22:37.8,9.83,2
22:37.9,10.15,2
22:38.0,10.56,2
22:38.1,11.97,2
22:38.2,12.96,2
22:38.3,13.01,2
22:38.4,12.43,2
22:38.5,11.97,2
22:38.6,11.71,2
22:38.7,11.76,2
22:38.8,11.91,2
22:38.9,11.76,2
22:39.0,11.29,2
22:39.1,10.77,2
22:39.2,10.46,2
22:39.3,10.25,2
22:39.4,10.2,2
22:39.5,10.3,2
22:39.6,10.25,2
22:39.7,10.35,2
22:39.8,10.35,2
22:39.9,10.41,2
22:40.0,10.35,2
22:40.1,10.35,2
22:40.2,10.41,2
22:40.3,10.51,2
22:40.4,10.41,2
22:40.5,10.25,2
22:40.6,10.04,2
22:40.7,10.15,2
22:40.8,10.41,2
22:40.9,10.98,2
22:41.0,11.45,2
22:41.1,11.55,2
22:41.2,11.71,2
22:41.3,11.29,2
22:41.4,10.98,2
22:41.5,10.67,2
22:41.6,10.61,2
22:41.7,10.72,2
22:41.8,10.87,2
22:41.9,11.34,2
22:42.0,12.07,2
22:42.1,12.54,2
22:42.2,12.64,2
22:42.3,12.64,2
22:42.4,12.64,2
22:42.5,12.59,2
22:42.6,12.23,2
22:42.7,11.81,2
22:42.8,11.81,2
22:42.9,11.86,2
22:43.0,11.81,2
22:43.1,11.71,2
22:43.2,11.34,2
22:43.3,11.03,2
22:43.4,10.77,2
22:43.5,10.82,2
22:43.6,10.87,2
22:43.7,10.82,2
22:43.8,10.61,2
22:43.9,10.46,2
22:44.0,10.35,2
22:44.1,10.51,2
22:44.2,10.41,2
22:44.3,10.46,2
22:44.4,10.35,2
22:44.5,10.35,2
22:44.6,10.51,2
22:44.7,10.93,2
22:44.8,11.13,2
22:44.9,11.45,2
22:45.0,11.55,2
22:45.1,11.29,2
22:45.2,10.82,2
22:45.3,10.51,2
22:45.4,10.46,2
22:45.5,10.51,2
22:45.6,10.72,2
22:45.7,10.82,2
22:45.8,10.82,2
22:45.9,10.93,2
22:46.0,11.45,2
22:46.1,11.91,2
22:46.2,12.17,2
22:46.3,12.54,2
22:46.4,12.85,2
22:46.5,13.01,2
22:46.6,13.01,2
22:46.7,12.54,2
22:46.8,12.02,2
22:46.9,11.65,2
22:47.0,11.45,2
22:47.1,11.45,2
22:47.2,11.39,2
22:47.3,11.13,2
22:47.4,10.77,2
22:47.5,10.35,2
22:47.6,10.2,2
22:47.7,10.15,2
22:47.8,10.09,2
22:47.9,10.15,2
22:48.0,10.2,2
22:48.1,10.15,2
22:48.2,10.09,2
22:48.3,10.04,2
22:48.4,9.94,2
22:48.5,9.83,2
22:48.6,9.83,2
22:48.7,9.78,2
22:48.8,9.73,2
22:48.9,9.73,2
22:49.0,9.78,2
22:49.1,9.78,2
22:49.2,9.78,2
22:49.3,9.78,2
22:49.4,9.89,2
22:49.5,10.09,2
22:49.6,10.15,2
22:49.7,10.09,2
22:49.8,10.2,2
22:49.9,10.35,2
22:50.0,10.72,2
22:50.1,10.87,2
22:50.2,10.98,2
22:50.3,10.87,2
22:50.4,10.87,2
22:50.5,10.87,2
22:50.6,10.87,2
22:50.7,10.98,2
22:50.8,10.82,2
22:50.9,10.82,2
22:51.0,10.82,2
22:51.1,10.72,2
22:51.2,10.72,2
22:51.3,10.72,2
22:51.4,10.51,2
22:51.5,10.51,2
22:51.6,10.51,2
22:51.7,10.46,2
22:51.8,10.51,2
22:51.9,10.61,2
22:52.0,10.77,2
22:52.1,10.77,2
22:52.2,10.82,2
22:52.3,10.67,2
22:52.4,10.51,2
22:52.5,10.41,2
22:52.6,10.35,2
22:52.7,10.25,2
22:52.8,10.3,2
22:52.9,10.25,2
22:53.0,10.04,2
22:53.1,9.73,2
22:53.2,9.73,2
22:53.3,9.63,2
22:53.4,9.57,2
22:53.5,9.57,2
22:53.6,9.68,2
22:53.7,9.78,2
22:53.8,9.94,2
22:53.9,10.35,2
22:54.0,10.87,2
22:54.1,11.29,2
22:54.2,11.55,2
22:54.3,11.5,2
22:54.4,11.45,2
22:54.5,11.45,2
22:54.6,11.71,2
22:54.7,11.97,2
22:54.8,11.97,2
22:54.9,11.81,2
22:55.0,11.55,2
22:55.1,11.34,2
22:55.2,11.19,2
22:55.3,10.98,2
22:55.4,10.87,2
22:55.5,10.82,2
22:55.6,10.77,2
22:55.7,10.93,2
22:55.8,11.39,2
22:55.9,11.45,2
22:56.0,11.19,2
22:56.1,11.19,2
22:56.2,10.82,2
22:56.3,10.67,2
22:56.4,10.93,2
22:56.5,11.03,2
22:56.6,11.13,2
22:56.7,11.29,2
22:56.8,11.71,2
22:56.9,12.9,2
22:57.0,14.05,2
22:57.1,14.36,2
22:57.2,14.15,2
22:57.3,13.68,2
22:57.4,12.96,2
22:57.5,12.33,2
22:57.6,11.55,2
22:57.7,10.82,2
22:57.8,10.46,2
22:57.9,10.41,2
22:58.0,10.56,2
22:58.1,10.15,2
22:58.2,9.63,2
22:58.3,9.37,2
22:58.4,9.26,2
22:58.5,9.26,2
22:58.6,9.26,2
22:58.7,9.16,2
22:58.8,9.05,2
22:58.9,8.9,2
22:59.0,8.95,2
22:59.1,9.11,2
22:59.2,9.05,2
22:59.3,8.9,2
22:59.4,8.74,2
22:59.5,8.69,2
22:59.6,8.53,2
22:59.7,8.48,2
22:59.8,8.38,2
22:59.9,8.38,2
23:00.0,8.38,2
23:00.1,8.38,2
23:00.2,8.22,2
23:00.3,8.22,2
23:00.4,8.27,2
23:00.5,8.27,2
23:00.6,8.43,2
23:00.7,8.38,2
23:00.8,8.32,2
23:00.9,8.32,2
23:01.0,8.32,2
23:01.1,8.32,2
23:01.2,8.27,2
23:01.3,8.27,2
23:01.4,8.27,2
23:01.5,8.22,2
23:01.6,8.22,2
23:01.7,8.17,2
23:01.8,8.12,2
23:01.9,8.12,2
23:02.0,8.12,2
23:02.1,8.06,2
23:02.2,8.01,2
23:02.3,7.96,2
23:02.4,8.01,2
23:02.5,8.06,2
23:02.6,8.06,2
23:02.7,8.12,2
23:02.8,8.12,2
23:02.9,8.17,2
23:03.0,8.38,2
23:03.1,8.32,2
23:03.2,8.38,2
23:03.3,8.32,2
23:03.4,8.38,2
23:03.5,8.43,2
23:03.6,8.38,2
23:03.7,8.32,2
23:03.8,8.27,2
23:03.9,8.22,2
23:04.0,8.27,2
23:04.1,8.27,2
23:04.2,8.27,2
23:04.3,8.27,2
23:04.4,8.22,2
23:04.5,8.32,2
23:04.6,8.32,2
23:04.7,8.32,2
23:04.8,8.27,2
23:04.9,8.27,2
23:05.0,8.27,2
23:05.1,8.22,2
23:05.2,8.17,2
23:05.3,8.12,2
23:05.4,8.06,2
23:05.5,8.06,2
23:05.6,8.01,2
23:05.7,8.06,2
23:05.8,8.06,2
23:05.9,8.06,2
23:06.0,8.06,2
23:06.1,8.12,2
23:06.2,8.12,2
23:06.3,8.12,2
23:06.4,8.12,2
23:06.5,8.12,2
23:06.6,8.22,2
23:06.7,8.38,2
23:06.8,8.53,2
23:06.9,8.58,2
23:07.0,8.84,2
23:07.1,8.84,2
23:07.2,8.79,2
23:07.3,8.64,2
23:07.4,8.58,2
23:07.5,8.48,2
23:07.6,8.43,2
23:07.7,8.32,2
23:07.8,8.27,2
23:07.9,8.17,2
23:08.0,8.12,2
23:08.1,8.06,2
23:08.2,7.96,2
23:08.3,7.91,2
23:08.4,7.91,2
23:08.5,7.86,2
23:08.6,7.75,2
23:08.7,7.7,2
23:08.8,7.6,2
23:08.9,7.54,2
23:09.0,7.54,2
23:09.1,7.6,2
23:09.2,7.54,2
23:09.3,7.54,2
23:09.4,7.54,2
23:09.5,7.54,2
23:09.6,7.49,2
23:09.7,7.49,2
23:09.8,7.49,2
23:09.9,7.44,2
23:10.0,7.6,2
23:10.1,7.8,2
23:10.2,7.8,2
23:10.3,7.8,2
23:10.4,7.7,2
23:10.5,7.7,2
23:10.6,7.75,2
23:10.7,7.75,2
23:10.8,7.7,2
23:10.9,7.7,2
23:11.0,7.7,2
23:11.1,7.65,2
23:11.2,7.6,2
23:11.3,7.54,2
23:11.4,7.44,2
23:11.5,7.44,2
23:11.6,7.49,2
23:11.7,7.54,2
23:11.8,7.49,2
23:11.9,7.49,2
23:12.0,7.49,2
23:12.1,7.6,2
23:12.2,7.6,2
23:12.3,7.65,2
23:12.4,7.6,2
23:12.5,7.6,2
23:12.6,7.6,2
23:12.7,7.6,2
23:12.8,7.54,2
23:12.9,7.44,2
23:13.0,7.34,2
23:13.1,7.54,2
23:13.2,7.65,2
23:13.3,7.65,2
23:13.4,7.65,2
23:13.5,7.65,2
23:13.6,7.65,2
23:13.7,7.65,2
23:13.8,7.6,2
23:13.9,7.6,2
23:14.0,7.6,2
23:14.1,7.49,2
23:14.2,7.44,2
23:14.3,7.44,2
23:14.4,7.28,2
23:14.5,7.34,2
23:14.6,7.49,2
23:14.7,7.65,2
23:14.8,7.7,2
23:14.9,7.86,2
23:15.0,7.91,2
23:15.1,7.91,2
23:15.2,7.91,2
23:15.3,7.86,2
23:15.4,7.86,2
23:15.5,7.75,2
23:15.6,7.7,2
23:15.7,7.6,2
23:15.8,7.49,2
23:15.9,7.44,2
23:16.0,7.39,2
23:16.1,7.34,2
23:16.2,7.28,2
23:16.3,7.28,2
23:16.4,7.23,2
23:16.5,7.23,2
23:16.6,7.23,2
23:16.7,7.34,2
23:16.8,7.39,2
23:16.9,7.28,2
23:17.0,7.23,2
23:17.1,7.18,2
23:17.2,7.23,2
23:17.3,7.23,2
23:17.4,7.23,2
23:17.5,7.23,2
23:17.6,7.23,2
23:17.7,7.49,2
23:17.8,7.49,2
23:17.9,7.49,2
23:18.0,7.49,2
23:18.1,7.44,2
23:18.2,7.49,2
23:18.3,7.49,2
23:18.4,7.49,2
23:18.5,7.49,2
23:18.6,7.54,2
23:18.7,7.7,2
23:18.8,7.8,2
23:18.9,7.8,2
23:19.0,7.96,2
23:19.1,8.12,2
23:19.2,8.43,2
23:19.3,8.74,2
23:19.4,9.16,2
23:19.5,9.83,2
23:19.6,10.87,2
23:19.7,11.6,2
23:19.8,11.81,2
23:19.9,11.6,2
23:20.0,11.19,2
23:20.1,10.56,2
23:20.2,10.2,2
23:20.3,9.89,2
23:20.4,9.68,2
23:20.5,9.47,2
23:20.6,9.26,2
23:20.7,9.05,2
23:20.8,8.95,2
23:20.9,8.79,2
23:21.0,8.64,2
23:21.1,8.48,2
23:21.2,8.32,2
23:21.3,8.27,2
23:21.4,8.22,2
23:21.5,8.12,2
23:21.6,8.06,2
23:21.7,8.01,2
23:21.8,7.96,2
23:21.9,8.01,2
23:22.0,7.96,2
23:22.1,7.86,2
23:22.2,7.86,2
23:22.3,7.86,2
23:22.4,7.86,2
23:22.5,7.8,2
23:22.6,7.8,2
23:22.7,7.86,2
23:22.8,8.17,2
23:22.9,8.27,2
23:23.0,8.22,2
23:23.1,8.17,2
23:23.2,8.17,2
23:23.3,8.12,2
23:23.4,8.06,2
23:23.5,7.96,2
23:23.6,7.86,2
23:23.7,7.7,2
23:23.8,7.65,2
23:23.9,7.65,2
23:24.0,7.65,2
23:24.1,7.6,2
23:24.2,7.6,2
23:24.3,7.86,2
23:24.4,7.96,2
23:24.5,7.96,2
23:24.6,8.01,2
23:24.7,8.22,2
23:24.8,8.22,2
23:24.9,8.27,2
23:25.0,8.22,2
23:25.1,8.01,2
23:25.2,7.86,2
23:25.3,7.86,2
23:25.4,7.8,2
23:25.5,7.86,2
23:25.6,7.75,2
23:25.7,7.7,2
23:25.8,7.91,2
23:25.9,8.12,2
23:26.0,8.12,2
23:26.1,8.06,2
23:26.2,8.06,2
23:26.3,8.06,2
23:26.4,8.06,2
23:26.5,7.96,2
23:26.6,7.86,2
23:26.7,7.8,2
23:26.8,7.86,2
23:26.9,8.32,2
23:27.0,8.53,2
23:27.1,8.69,2
23:27.2,8.84,2
23:27.3,8.9,2
23:27.4,9,2
23:27.5,9,2
23:27.6,9.11,2
23:27.7,9.21,2
23:27.8,9.26,2
23:27.9,9.37,2
23:28.0,9.57,2
23:28.1,9.68,2
23:28.2,9.73,2
23:28.3,9.73,2
23:28.4,9.89,2
23:28.5,9.99,2
23:28.6,10.15,2
23:28.7,10.56,2
23:28.8,11.29,2
23:28.9,12.64,2
23:29.0,13.27,2
23:29.1,13.58,2
23:29.2,13.74,2
23:29.3,13.68,2
23:29.4,13.58,2
23:29.5,13.42,2
23:29.6,13.11,2
23:29.7,13.01,2
23:29.8,12.8,2
23:29.9,12.59,2
23:30.0,12.17,2
23:30.1,11.5,2
23:30.2,10.56,2
23:30.3,9.94,2
23:30.4,9.42,2
23:30.5,8.9,2
23:30.6,8.69,2
23:30.7,8.48,2
23:30.8,8.58,2
23:30.9,8.38,2
23:31.0,8.27,2
23:31.1,8.17,2
23:31.2,8.06,2
23:31.3,7.96,2
23:31.4,7.91,2
23:31.5,8.06,2
23:31.6,8.38,2
23:31.7,8.69,2
23:31.8,9.05,2
23:31.9,9.37,2
23:32.0,9.99,2
23:32.1,11.29,2
23:32.2,12.07,2
23:32.3,12.59,2
23:32.4,12.85,2
23:32.5,12.8,2
23:32.6,12.64,2
23:32.7,12.54,2
23:32.8,12.23,2
23:32.9,11.81,2
23:33.0,11.5,2
23:33.1,11.39,2
23:33.2,11.45,2
23:33.3,11.76,2
23:33.4,12.23,2
23:33.5,13.11,2
23:33.6,15.35,2
23:33.7,16.02,2
23:33.8,16.02,2
23:33.9,15.92,2
23:34.0,15.56,2
23:34.1,15.3,2
23:34.2,15.04,2
23:34.3,14.41,2
23:34.4,13.22,2
23:34.5,11.91,2
23:34.6,10.67,2
23:34.7,9.94,2
23:34.8,9.47,2
23:34.9,8.9,2
23:35.0,8.32,2
23:35.1,8.01,2
23:35.2,7.8,2
23:35.3,7.65,2
23:35.4,7.49,2
23:35.5,7.44,2
23:35.6,7.39,2
23:35.7,7.49,2
23:35.8,7.86,2
23:35.9,8.22,2
23:36.0,8.58,2
23:36.1,8.74,2
23:36.2,8.84,2
23:36.3,9.05,2
23:36.4,9.52,2
23:36.5,10.56,2
23:36.6,12.23,2
23:36.7,12.75,2
23:36.8,12.96,2
23:36.9,12.96,2
23:37.0,12.75,2
23:37.1,12.38,2
23:37.2,12.07,2
23:37.3,11.91,2
23:37.4,11.97,2
23:37.5,12.49,2
23:37.6,14.36,2
23:37.7,15.82,2
23:37.8,16.13,2
23:37.9,16.49,2
23:38.0,16.39,2
23:38.1,16.39,2
23:38.2,16.34,2
23:38.3,15.82,2
23:38.4,14.88,2
23:38.5,13.94,2
23:38.6,13.01,2
23:38.7,12.38,2
23:38.8,11.24,2
23:38.9,10.3,2
23:39.0,9.52,2
23:39.1,8.9,2
23:39.2,8.32,2
23:39.3,7.7,2
23:39.4,7.44,2
23:39.5,7.28,2
23:39.6,7.49,2
23:39.7,7.86,2
23:39.8,8.22,2
23:39.9,8.64,2
23:40.0,8.95,2
23:40.1,9.05,2
23:40.2,9.16,2
23:40.3,9.21,2
23:40.4,9.63,2
23:40.5,10.51,2
23:40.6,13.84,2
23:40.7,14.67,2
23:40.8,15.04,2
23:40.9,15.87,2
23:41.0,16.34,2
23:41.1,16.29,2
23:41.2,15.82,2
23:41.3,15.4,2
23:41.4,15.76,2
23:41.5,16.96,2
23:41.6,17.69,2
23:41.7,18.16,2
23:41.8,18.16,2
23:41.9,17.95,2
23:42.0,17.64,2
23:42.1,17.12,2
23:42.2,16.49,2
23:42.3,15.5,2
23:42.4,14.31,2
23:42.5,12.54,2
23:42.6,11.08,2
23:42.7,10.61,2
23:42.8,10.2,2
23:42.9,9.68,2
23:43.0,8.95,2
23:43.1,8.53,2
23:43.2,8.32,2
23:43.3,8.53,2
23:43.4,9.21,2
23:43.5,10.82,2
23:43.6,11.6,2
23:43.7,11.39,2
23:43.8,11.03,2
23:43.9,10.77,2
23:44.0,10.15,2
23:44.1,9.94,2
23:44.2,10.35,2
23:44.3,10.87,2
23:44.4,11.19,2
23:44.5,11.24,2
23:44.6,11.13,2
23:44.7,11.08,2
23:44.8,11.24,2
23:44.9,11.97,2
23:45.0,12.9,2
23:45.1,13.94,2
23:45.2,14.93,2
23:45.3,15.61,2
23:45.4,15.66,2
23:45.5,15.45,2
23:45.6,14.83,2
23:45.7,14.2,2
23:45.8,13.16,2
23:45.9,12.12,2
23:46.0,11.39,2
23:46.1,10.93,2
23:46.2,10.41,2
23:46.3,9.37,2
23:46.4,8.43,2
23:46.5,7.91,2
23:46.6,7.8,2
23:46.7,7.8,2
23:46.8,8.22,2
23:46.9,8.95,2
23:47.0,9.42,2
23:47.1,9.42,2
23:47.2,9.52,2
23:47.3,9.57,2
23:47.4,9.63,2
23:47.5,9.89,2
23:47.6,10.51,2
23:47.7,11.55,2
23:47.8,13.22,2
23:47.9,13.48,2
23:48.0,13.37,2
23:48.1,13.06,2
23:48.2,12.54,2
23:48.3,12.64,2
23:48.4,14.72,2
23:48.5,16.7,2
23:48.6,17.9,2
23:48.7,18.26,2
23:48.8,18.68,2
23:48.9,18.63,2
23:49.0,17.85,2
23:49.1,16.02,2
23:49.2,15.24,2
23:49.3,14.41,2
23:49.4,13.53,2
23:49.5,12.49,2
23:49.6,11.97,2
23:49.7,11.6,2
23:49.8,11.19,2
23:49.9,10.77,2
23:50.0,10.93,2
23:50.1,11.03,2
23:50.2,10.98,2
23:50.3,11.03,2
23:50.4,10.98,2
23:50.5,11.03,2
23:50.6,10.82,2
23:50.7,10.3,2
23:50.8,10.15,2
23:50.9,10.41,2
23:51.0,11.55,2
23:51.1,13.53,2
23:51.2,13.68,2
23:51.3,13.74,2
23:51.4,13.06,2
23:51.5,12.38,2
23:51.6,12.07,2
23:51.7,11.97,2
23:51.8,12.17,2
23:51.9,12.8,2
23:52.0,15.5,2
23:52.1,16.08,2
23:52.2,15.19,2
23:52.3,13.89,2
23:52.4,12.49,2
23:52.5,11.34,2
23:52.6,10.56,2
23:52.7,9.89,2
23:52.8,9.11,2
23:52.9,8.53,2
23:53.0,8.38,2
23:53.1,8.69,2
23:53.2,9,2
23:53.3,9.31,2
23:53.4,9.42,2
23:53.5,9.63,2
23:53.6,10.04,2
23:53.7,10.51,2
23:53.8,10.87,2
23:53.9,11.03,2
23:54.0,11.39,2
23:54.1,11.76,2
23:54.2,12.07,2
23:54.3,12.23,2
23:54.4,12.43,2
23:54.5,14.41,2
23:54.6,16.55,2
23:54.7,17.17,2
23:54.8,17.17,2
23:54.9,17.07,2
23:55.0,16.55,2
23:55.1,15.14,2
23:55.2,13.53,2
23:55.3,12.23,2
23:55.4,11.45,2
23:55.5,10.77,2
23:55.6,9.99,2
23:55.7,9.21,2
23:55.8,8.79,2
23:55.9,8.53,2
23:56.0,8.64,2
23:56.1,9,2
23:56.2,9.47,2
23:56.3,10.25,2
23:56.4,10.93,2
23:56.5,11.29,2
23:56.6,11.19,2
23:56.7,10.82,2
23:56.8,10.56,2
23:56.9,10.46,2
23:57.0,10.35,2
23:57.1,10.15,2
23:57.2,9.73,2
23:57.3,9.26,2
23:57.4,8.95,2
23:57.5,8.74,2
23:57.6,8.53,2
23:57.7,8.32,2
23:57.8,8.17,2
23:57.9,8.12,2
23:58.0,8.01,2
23:58.1,7.91,2
23:58.2,7.96,2
23:58.3,7.96,2
23:58.4,7.86,2
23:58.5,7.75,2
23:58.6,7.6,2
23:58.8,7.54,2
23:58.8,7.44,2
23:58.9,7.39,2
23:59.0,7.34,2
23:59.1,7.28,2
23:59.2,7.23,2
23:59.3,7.18,2
23:59.4,7.13,2
23:59.5,7.08,2
23:59.6,7.13,2
23:59.7,7.13,2
23:59.8,7.13,2
23:59.9,7.13,2
24:00.0,7.18,2
24:00.1,7.18,2
24:00.2,7.18,2
24:00.3,7.18,2
24:00.4,7.23,2
24:00.5,7.28,2
24:00.6,7.28,2
24:00.7,7.28,2
24:00.8,7.28,2
24:00.9,7.28,2
24:01.0,7.28,2
24:01.1,7.34,2
24:01.2,7.44,2
24:01.3,7.44,2
24:01.4,7.39,2
24:01.5,7.39,2
24:01.6,7.34,2
24:01.7,7.34,2
24:01.8,7.34,2
24:01.9,7.44,2
24:02.0,8.01,2
24:02.1,8.32,2
24:02.2,8.43,2
24:02.3,8.53,2
24:02.4,8.74,2
24:02.5,9.16,2
24:02.6,9.63,2
24:02.7,9.99,2
24:02.8,10.2,2
24:02.9,10.46,2
24:03.0,10.61,2
24:03.1,10.61,2
24:03.2,10.77,2
24:03.3,10.98,2
24:03.4,11.19,2
24:03.5,11.97,2
24:03.6,12.43,2
24:03.7,12.49,2
24:03.8,12.33,2
24:03.9,12.07,2
24:04.0,11.91,2
24:04.1,11.86,2
24:04.2,11.76,2
24:04.3,11.45,2
24:04.4,11.24,2
24:04.5,11.19,2
24:04.6,11.34,2
24:04.7,11.55,2
24:04.8,11.71,2
24:04.9,11.65,2
24:05.0,11.6,2
24:05.1,11.65,2
24:05.2,11.91,2
24:05.3,13.74,2
24:05.4,14.36,2
24:05.5,14.36,2
24:05.6,14.15,2
24:05.7,13.79,2
24:05.8,13.48,2
24:05.9,13.11,2
24:06.0,12.49,2
24:06.1,11.81,2
24:06.2,11.24,2
24:06.3,10.98,2
24:06.4,10.87,2
24:06.5,10.98,2
24:06.6,10.98,2
24:06.7,11.03,2
24:06.8,11.19,2
24:06.9,11.45,2
24:07.0,11.34,2
24:07.1,11.08,2
24:07.2,10.98,2
24:07.3,11.08,2
24:07.4,11.86,2
24:07.5,12.38,2
24:07.6,11.97,2
24:07.7,11.39,2
24:07.8,10.87,2
24:07.9,10.56,2
24:08.0,10.51,2
24:08.1,10.56,2
24:08.2,10.72,2
24:08.3,10.67,2
24:08.4,10.61,2
24:08.5,10.41,2
24:08.6,10.3,2
24:08.7,10.3,2
24:08.8,10.35,2
24:08.9,10.35,2
24:09.0,10.82,2
24:09.1,13.01,2
24:09.2,13.48,2
24:09.3,13.11,2
24:09.4,12.43,2
24:09.5,11.39,2
24:09.6,10.82,2
24:09.7,10.67,2
24:09.8,10.98,2
24:09.9,11.65,2
24:10.0,11.71,2
24:10.1,11.5,2
24:10.2,11.13,2
24:10.3,10.72,2
24:10.4,10.51,2
24:10.5,10.51,2
24:10.6,10.51,2
24:10.7,10.61,2
24:10.8,12.02,2
24:10.9,12.54,2
24:11.0,11.97,2
24:11.1,11.34,2
24:11.2,10.77,2
24:11.3,10.46,2
24:11.4,10.35,2
24:11.5,10.35,2
24:11.6,10.46,2
24:11.7,10.61,2
24:11.8,10.51,2
24:11.9,10.41,2
24:12.0,10.35,2
24:12.1,10.41,2
24:12.2,10.61,2
24:12.3,10.72,2
24:12.4,10.67,2
24:12.5,11.34,2
24:12.6,13.68,2
24:12.7,13.63,2
24:12.8,13.27,2
24:12.9,12.8,2
24:13.0,12.28,2
24:13.1,12.02,2
24:13.2,11.76,2
24:13.3,11.34,2
24:13.4,10.93,2
24:13.5,10.77,2
24:13.6,10.77,2
24:13.7,10.87,2
24:13.8,10.82,2
24:13.9,10.77,2
24:14.0,10.82,2
24:14.1,10.87,2
24:14.2,11.6,2
24:14.3,13.22,2
24:14.4,13.22,2
24:14.5,12.8,2
24:14.6,12.38,2
24:14.7,11.76,2
24:14.8,11.24,2
24:14.9,10.87,2
24:15.0,10.56,2
24:15.1,10.87,2
24:15.2,11.65,2
24:15.3,13.06,2
24:15.4,13.37,2
24:15.5,12.85,2
24:15.6,12.33,2
24:15.7,11.81,2
24:15.8,11.5,2
24:15.9,11.81,2
24:16.0,13.37,2
24:16.1,13.37,2
24:16.2,12.75,2
24:16.3,11.76,2
24:16.4,11.13,2
24:16.5,10.77,2
24:16.6,10.87,2
24:16.7,11.5,2
24:16.8,12.23,2
24:16.9,12.07,2
24:17.0,11.45,2
24:17.1,10.93,2
24:17.2,10.61,2
24:17.3,10.61,2
24:17.4,10.77,2
24:17.5,11.29,2
24:17.6,11.97,2
24:17.7,12.49,2
24:17.8,12.28,2
24:17.9,11.86,2
24:18.0,11.29,2
24:18.1,10.82,2
24:18.2,10.56,2
24:18.3,10.51,2
24:18.4,10.41,2
24:18.5,10.87,2
24:18.6,11.55,2
24:18.7,11.29,2
24:18.8,10.98,2
24:18.9,10.72,2
24:19.0,10.46,2
24:19.1,10.41,2
24:19.2,10.46,2
24:19.3,10.46,2
24:19.4,10.93,2
24:19.6,11.71,2
24:19.6,11.34,2
24:19.7,11.34,2
24:19.8,11.08,2
24:19.9,10.72,2
24:20.0,10.51,2
24:20.1,10.61,2
24:20.2,10.82,2
24:20.3,11.03,2
24:20.4,11.03,2
24:20.5,10.93,2
24:20.6,10.87,2
24:20.7,11.08,2
24:20.8,10.93,2
24:20.9,11.08,2
24:21.0,11.08,2
24:21.1,11.71,2
24:21.2,12.49,2
24:21.3,12.49,2
24:21.4,12.17,2
24:21.5,11.6,2
24:21.6,11.19,2
24:21.8,10.93,2
24:21.8,10.82,2
24:21.9,10.82,2
24:22.0,10.82,2
24:22.1,10.82,2
24:22.2,10.72,2
24:22.3,10.56,2
24:22.5,10.51,2
24:22.5,10.46,2
24:22.6,10.77,2
24:22.8,12.38,2
24:22.9,13.89,2
24:22.9,14.46,2
24:23.1,14.83,2
24:23.2,14.78,2
24:23.3,14.26,2
24:23.3,13.42,2
24:23.5,12.8,2
24:23.6,12.23,2
24:23.7,12.07,2
24:23.7,12.23,2
24:23.9,12.49,2
24:24.0,12.28,2
24:24.1,12.02,2
24:24.2,11.71,2
24:24.3,11.65,2
24:24.4,11.71,2
24:24.4,11.6,2
24:24.6,11.81,2
24:24.7,14.2,2
